date,BOGZ1FL624123035Q,BOGZ1FL624090005Q,BOGZ1FL624190005Q,BOGZ1FL622151005Q,BOGZ1FL663067003Q,hf_equity,pb_intensity,pb_intensity_g,dealer_supply_g,repo_intensity,repo_intensity_g,year,quarter,pb_intensity_g_mean,pb_intensity_g_std,dealer_supply_g_mean,dealer_supply_g_std,pb_intensity_g_z,dealer_supply_g_z,quarter_end_date,equity_net_z_qtr,rates_net_z_qtr,fx_net_z_qtr,dealer_financing_z_qtr,settlement_friction_z_qtr,weeks_in_quarter,pb_intensity_g_nowcast,pb_intensity_g_lag1,pb_lead,pb_lead_mean,pb_lead_std,pb_lead_z,pb_lead_percentile,run_rate_regime,stress_flag
2015-04-01,259782.0,1884387.0,555968.0,72605.0,262611.0,1328419.0,0.19555727522716854,0.02558408297933945,0.016633453811953913,0.054655195386395405,-0.03637994155608126,2015,2,,,,,,,2015-06-30,-0.4492878203363728,-0.04460225730209629,-0.07626227604111266,0.9080695255075141,0.4295701467177167,13,0.010779807422502943,-0.03673309068627839,-0.004386295318207781,,,,34.69387755102041,Stable,false
2015-07-01,243055.0,1867225.0,587513.0,73502.0,243305.0,1279712.0,0.1899294528768973,-0.02920060186918305,-0.07635804945695845,0.05743636068115326,0.012278826750232952,2015,3,,,,,,,2015-09-29,-0.1324135569927987,0.19289367667451487,0.16646074779565462,-0.44963932435769216,-0.991767255965105,13,0.0018581375578540765,0.02558408297933945,-0.009391828298329175,,,,32.6530612244898,Decelerating,false
2015-10-01,231172.0,1823703.0,549269.0,67235.0,227702.0,1274434.0,0.18139189632417213,-0.04599283884512673,-0.06627804382052815,0.05275675319396689,-0.08911867145710062,2015,4,,,,,,,2015-12-29,-0.49896064141658936,0.48283556709789277,0.7707557560430189,-0.201072779091775,-0.6281823329249394,13,0.006303071746008675,-0.02920060186918305,-0.024268492910942636,,,,16.3265306122449,Decelerating,false
2016-01-01,253630.0,1833908.0,571613.0,76044.0,222864.0,1262295.0,0.200927675384914,0.10228515563295404,-0.02147603657248709,0.06024265326250995,0.12311817485354659,2016,1,,,,,,,2016-03-29,0.17623516220603064,0.7587234042792728,1.2113696329428643,1.0939315649577095,0.8976276071988593,13,0.05584787491026401,-0.04599283884512673,0.0008726472251894789,,,,38.775510204081634,Stable,false
2016-04-01,252649.0,1896676.0,604016.0,72833.0,234006.0,1292660.0,0.19544891928271935,-0.027645956507367897,0.04878503610894036,0.05634350873392849,-0.04314297093135799,2016,2,,,,,,,2016-06-28,0.48557069825118887,0.597376750584675,0.39220364302852906,0.874099699923243,0.44282096363547097,13,0.049863970186649176,0.10228515563295404,0.06794165157342867,,,,91.83673469387755,Accelerating,false
2016-07-01,263858.0,1931442.0,596125.0,91482.0,248143.0,1335317.0,0.19759952131216782,0.010943299957677732,0.058658436836248384,0.06850957487997232,0.22797308241980296,2016,3,,,,,,,2016-09-27,0.33687190054770616,-0.30494689686165816,-0.22757441886205715,-0.3969556545112686,-0.8166331748782036,13,0.004782726651642071,-0.027645956507367897,0.006901615092140162,,,,44.897959183673464,Stable,false
2016-10-01,269857.0,1956687.0,598079.0,76950.0,225040.0,1358608.0,0.19862756586152885,0.005189180091598189,-0.09772702870926331,0.05663885388574188,-0.1729863713329376,2016,4,,,,,,,2016-12-27,0.3381547967769934,-0.6177250923122858,0.19040867412178938,-0.32006834664250683,-0.6970845070293256,13,0.0061598682459407025,0.010943299957677732,-0.01813765489375234,,,,20.40816326530612,Decelerating,false
2017-01-01,303947.0,2006823.0,611795.0,72297.0,241453.0,1395028.0,0.21787878092769464,0.0925073144519648,0.07039667299345886,0.05182476624125107,-0.06237322575699267,2017,1,,,,,,,2017-03-28,0.3077268296835566,-1.0861550871670198,0.5005162996821865,1.294096493611403,0.6475805287133428,13,0.0300073749985795,0.005189180091598189,0.03141833127985588,,,,69.38775510204081,Accelerating,false
2017-04-01,309515.0,2022162.0,599905.0,75821.0,256737.0,1422257.0,0.21762241282693634,-0.001177347543696472,0.06137737744032634,0.05331033702066504,0.047592664605472734,2017,2,,,,,,,2017-06-27,-0.10034819295955752,-0.7153792473870066,0.1113524092582773,1.0282889302261493,0.5609661434478943,13,0.015187472107863495,0.0925073144519648,0.053796893261414666,,,,89.79591836734693,Accelerating,false
2017-07-01,326698.0,2094513.0,624124.0,77476.0,260075.0,1470389.0,0.22218474158879045,0.020747695328814375,0.012917836341571842,0.05269081855209744,0.02159291184662493,2017,3,,,,,,,2017-09-26,-0.5435283792672496,-0.24908820167841067,-0.1568507447469925,-0.24065890490347075,-0.467838847738073,13,-0.015400044092742452,-0.001177347543696472,-0.003342630191997786,,,,36.73469387755102,Stable,false
2017-10-01,344679.0,2233430.0,678123.0,70631.0,290362.0,1555307.0,0.22161476801686097,-0.002568609802272137,0.1101583694370607,0.04541289918967766,-0.09249906936971186,2017,4,0.005779527694336007,0.05689910686315942,0.014898399739599633,0.06143777811044328,-0.14671825195226973,1.5505113079808568,2017-12-26,-0.338651282857643,0.3539018254638032,-0.13098280488343528,0.12629097478711915,-0.5013940225575877,13,0.0052580740550629695,0.020747695328814375,0.03690451534637539,,,,77.55102040816327,Accelerating,false
2018-01-01,344298.0,2255443.0,686861.0,80008.0,306286.0,1568582.0,0.2194963349063039,-0.00960506041773379,0.05339088557674643,0.051006577915595104,0.12465748806393329,2018,1,-0.0026468497802273226,0.04405528886296757,0.014075867528441944,0.060769973430506656,-0.1579426855910476,0.6469480868419841,2018-03-27,-0.3566213783444071,0.9093004800891223,0.42943717940361553,1.407582364513807,1.0735912908597807,13,0.04047348978919967,-0.002568609802272137,0.02863810387907123,0.008905917420204499,0.03202197772501348,0.6162076130436265,67.3469387755102,Stable,false
2018-04-01,358334.0,2280974.0,705384.0,88065.0,298992.0,1575590.0,0.22742845537227324,0.035500172140855435,-0.024102488790866516,0.0558933478887274,0.09594854851004442,2018,2,0.00018568906245485238,0.044620529773523473,0.011734002404500732,0.061318721551553136,0.7914402463987591,-0.5844298492955052,2018-06-26,0.2992197081518444,1.297734105785632,0.9230723989049829,0.754010383203481,0.47288411074156866,13,0.05784124546531792,-0.00960506041773379,0.013749104842203715,0.005983775300502597,0.028405235520176715,0.27337669973499334,51.02040816326531,Stable,false
2018-07-01,367343.0,2265645.0,700623.0,54929.0,301923.0,1565022.0,0.23472066207376,0.031560428035580346,0.009755200797970431,0.0350979091667721,-0.47203373598360976,2018,3,0.0015376754716041163,0.04516511605105418,0.014333619550575438,0.05999806912227787,0.6647332098081807,-0.07630943494654889,2018-09-25,0.06455299797818782,1.208367747742743,0.35677085394964086,-0.44194703317348305,-0.795442748105669,13,0.02349901361364682,0.035500172140855435,0.02426346589425074,0.00793237096947448,0.02824733727269035,0.5781463494106127,61.22448979591836,Stable,false
2018-10-01,298300.0,2174650.0,710330.0,67628.0,275326.0,1464320.0,0.20371230332167833,-0.1416874144551008,-0.0922161678622686,0.04618389423076923,0.2079806562740707,2018,4,-0.0009884376853041554,0.051580215396427515,0.006455451859115247,0.06320591260872822,-2.7277702446264227,-1.5611137573822185,2018-12-25,0.6619172041042087,1.220508427403159,-0.024945391765300553,-0.0370605596476905,-0.4139126013525697,13,0.04326832377213493,0.031560428035580346,0.005299437355739942,0.00768077188747625,0.028247254233554547,-0.0843032215466646,42.857142857142854,Stable,false
2019-01-01,325327.0,2203406.0,690649.0,61703.0,268079.0,1512757.0,0.21505568971090533,0.054188295866896,-0.02667413692328502,0.04078844123676175,-0.09168954637911853,2019,1,0.0010477494804266517,0.052965984924636875,0.005719364587765341,0.06351653114774827,1.0032957276652337,-0.5100011119262571,2019-03-26,1.027807408336763,0.69422852141692,-0.0753154835040578,1.3520041281322732,0.6773438555974624,13,0.0696523525467629,-0.1416874144551008,-0.02839818827140137,0.008164838280230246,0.02749472778603955,-1.3298195507211565,12.244897959183673,Decelerating,false
2019-04-01,336378.0,2260885.0,727078.0,71967.0,277823.0,1533807.0,0.21930920904650977,0.019585630959839007,0.03570250707727496,0.046920505643800035,0.15387512852029417,2019,2,0.0016101039916222137,0.05310698644810679,0.0018190820995007684,0.05875274253976981,0.33847763110756596,0.5767122267498994,2019-06-25,0.9219800762115479,0.6182149219387546,0.3526950615965981,0.8471447299745999,0.8316097497776638,13,0.061369683743359334,0.054188295866896,0.05243940382007607,0.009395883147061603,0.02893450145556225,1.4876192264491206,87.75510204081633,Accelerating,false
2019-07-01,326293.0,2293430.0,761063.0,96101.0,280339.0,1532367.0,0.21293397730439248,-0.02950049550525735,0.009015364861861386,0.06271408872678673,0.2891920411334752,2019,3,0.002045484229490457,0.05279816437916666,0.0010881302360197687,0.05855766516767834,-0.597482509206236,0.1353748412465249,2019-09-24,0.31963067736942663,0.4003236334119928,0.30005239464108724,-0.16889358584458813,-0.8568200581218548,13,0.0235113351769302,0.019585630959839007,0.01851334612218108,0.010217016610453784,0.028949301422337887,0.2865813371691821,55.10204081632652,Stable,false
2019-10-01,347069.0,2323254.0,758260.0,82443.0,286260.0,1564994.0,0.22177017931059162,0.040659465369609515,0.02090090362461794,0.052679435192722786,-0.15329257628732407,2019,4,0.005731965259155614,0.05279125008839926,0.005182318678466924,0.05682637118533366,0.661615325493668,0.27660722686103584,2019-12-31,-0.5899922921168214,-0.050541429398286764,-0.32281208493806507,0.0177567709059485,-0.3860059726762383,14,-0.011185265573767542,-0.02950049550525735,-0.009574053750192605,0.011627323392329133,0.027117050745937198,-0.7818467185520986,30.61224489795918,Decelerating,false
2020-01-01,262534.0,2126857.0,714888.0,96258.0,300621.0,1411969.0,0.18593467703611058,-0.1762462040247621,0.04894984640212918,0.06817288481545983,0.15492494113494715,2020,1,-0.0012436904077685717,0.06620978752254475,0.0075904969587251795,0.057644910151524294,-2.6431517176732267,0.7174848453174377,2020-03-31,0.17738539177578957,0.07368341529378232,-0.39069611668542154,1.2030242527707635,0.7949536297483906,13,0.03162731432488492,0.040659465369609515,0.039119200209849596,0.014117928613347647,0.027246344830052397,0.917600938857892,81.63265306122447,Accelerating,true
2020-04-01,334093.0,2278139.0,728126.0,82239.0,281771.0,1550013.0,0.21554206319559902,0.14776066604172966,-0.0647556508543552,0.0530569743608602,-0.1574024444971407,2020,2,0.004865138745350939,0.07399402403160642,0.0035210417254097235,0.059805279813562845,1.9311765938738668,-1.1416499143990444,2020-06-30,-0.21398966098674968,-0.3340909476950901,-0.18220928458372682,0.859692204342565,0.24749230332760325,13,0.011350369765201866,-0.1762462040247621,-0.07333493621617479,0.010670496568449296,0.03338200297896274,-2.5164886851626043,2.0408163265306123,Decelerating,false
2020-07-01,346453.0,2338665.0,726776.0,93136.0,333573.0,1611889.0,0.21493601606562238,-0.002815695198319368,0.1687670476535139,0.057780653630616005,0.12443114842952596,2020,3,0.006184384078894123,0.07358879656465914,0.015777296580933343,0.06723016866015757,-0.12230230276025142,2.275611591069032,2020-09-29,0.04445123380002472,-0.22296913411558264,0.0889160243306743,-0.4914856424844267,-1.088288161269556,13,-0.0005335357558683956,0.14776066604172966,0.0936945807256365,0.01582481701964758,0.037788863313268424,2.0606537714683597,99.99999999999999,Accelerating,false
2020-10-01,386541.0,2310139.0,697964.0,69981.0,411054.0,1612175.0,0.23976367329849427,0.10931335948086418,0.20886286076969185,0.0434078186301115,-0.2858370138948505,2020,4,0.013949693995193668,0.07594943984074454,0.029534341810444342,0.07699687154415213,1.255620392798616,2.329036431777823,2020-12-29,-0.23373559309268394,0.052638733993337086,-0.774827623696315,0.20258063267721646,-0.27676781686258256,13,-0.0013786693346453886,-0.002815695198319368,0.05067875413915303,0.019572179372152363,0.03731687536927176,0.8335792978158909,85.71428571428571,Accelerating,false
2021-01-01,411104.0,2359368.0,704467.0,60923.0,470398.0,1654901.0,0.24841606839321506,0.03545129191833207,0.1348545521476492,0.036813682510313306,-0.13861300490869866,2021,1,0.01060800080946257,0.0732816690993965,0.03735087124645116,0.07944219072560038,0.3390109888896362,1.2273538784697349,2021-03-30,-0.7366774910066357,0.40642853763478776,-0.7937353379927008,1.3059941289696952,0.8476190408857351,13,0.008501095590417524,0.10931335948086418,0.07537375209138177,0.023297234615461977,0.039031065119775825,1.334232548256395,95.91836734693877,Accelerating,false
2021-04-01,512296.0,2460614.0,747643.0,59791.0,494562.0,1712971.0,0.29906869409931636,0.1855682576141382,0.050093377499635494,0.03490485244642204,-0.018755623767997776,2021,2,0.021268711515537875,0.08236905673774875,0.03741628831598591,0.07945263979252731,1.9946755809248427,0.15955529252083944,2021-06-29,-0.6149757782985085,0.39940318493298776,-0.5449122346385408,0.889042728220896,0.5799216618166902,13,0.0071404463317162985,0.03545129191833207,0.027787475079011616,0.021289525790741122,0.037621016832494546,0.17272125623829485,63.26530612244897,Stable,false
2021-07-01,471054.0,2485549.0,755919.0,60518.0,513678.0,1729630.0,0.2723437960719923,-0.09360806883172867,0.037924087629342296,0.03498898608372889,0.012085693489625626,2021,3,0.016041143076067556,0.08628352277682265,0.03637957085564061,0.07929599802557066,-1.2708012883457516,0.019477865367223537,2021-09-28,0.5177978416536939,0.28199574443909214,-0.1857699368706365,-0.5096642766716754,-0.9825487665816781,13,0.016412185685503372,0.1855682576141382,0.0809947863464853,0.024994184353458383,0.039719207540418563,1.4099123688719188,97.95918367346938,Accelerating,false
2021-10-01,484574.0,2604594.0,827656.0,67633.0,517568.0,1776938.0,0.27270169246197673,0.0013132718239179386,0.007544307469679268,0.038061541820817606,0.11115518816783165,2021,4,0.01584734766268354,0.08631352693601503,0.041643137664587736,0.07318399322083101,-0.16838699975196053,-0.46593289999926674,2021-12-28,0.7287465267886754,0.2688108953033062,0.0798165923223211,0.11087638257639013,-0.5143355085782021,13,0.03558410628867335,-0.09360806883172867,-0.016643104708215877,0.025068911862735205,0.03963510545535383,-1.05240079701407,24.489795918367346,Decelerating,false
2022-01-01,475218.0,2600998.0,821583.0,63415.0,519187.0,1779415.0,0.2670641755857965,-0.02088950862869865,0.0031232090822541636,0.035638117021605416,-0.06439560309589609,2022,1,0.01017750650865037,0.08472257445965074,0.038279464469027503,0.07333871440031733,-0.3666911131477093,-0.47936830737001873,2022-03-29,0.40294128123839507,0.11104941934403731,-0.4478314423878777,1.1953322786888287,0.9466074868052125,13,0.03766902138260702,0.0013132718239179386,0.016308055961977628,0.024313398096841292,0.039651715004294166,-0.2018914474190261,53.06122448979591,Stable,false
2022-04-01,422858.0,2501584.0,802118.0,69038.0,466897.0,1699466.0,0.24881815817439126,-0.07076664630019569,-0.10615544995811099,0.04062334874601787,0.08495665112238981,2022,2,0.006698041570825408,0.08662115563784237,0.029902823099105635,0.07984107308537984,-0.89429293918562,-1.7041137825354584,2022-06-28,-0.21179579582820962,-0.182199636453182,-0.7115402708088415,1.008344944592306,0.46256292478279626,13,0.010589587935226075,-0.02088950862869865,-0.029614355335481846,0.020142835666996463,0.04075857406495946,-1.2207785022895354,10.20408163265306,Decelerating,true
2022-07-01,393969.0,2437172.0,754035.0,64163.0,458614.0,1683137.0,0.23406829034119028,-0.06110942937205488,-0.017899778946677714,0.038121079864562424,-0.07323035707191217,2022,3,0.0026051853357819455,0.08784756485808286,0.028361942334693156,0.08048094079498297,-0.7252860658205762,-0.5748158610523442,2022-09-27,0.1632477638428467,-0.24607754227556575,0.010529251773777316,-0.38902448938914014,-0.49299031280656347,13,0.0033986129163444375,-0.07076664630019569,-0.027883825775200145,0.01891577588783635,0.04185743059544894,-1.1180715346661747,14.285714285714285,Decelerating,false
2022-10-01,397554.0,2409333.0,735423.0,60445.0,381610.0,1673910.0,0.23750022402638135,0.01455565489734445,-0.18380975296931368,0.036110065654664826,-0.05969285991591633,2022,4,0.003461398570762775,0.08787793026422101,0.013663536214374439,0.0909226868642204,0.12624621782994627,-2.171881364203252,2022-12-27,0.7948661499409388,-0.35954155593585185,0.18179358960358108,-0.04034818663189995,6.115702899133818,13,0.027150030613422596,-0.06110942937205488,-0.05648072627717859,0.01424651380665865,0.044847016593115935,-1.5770779297433566,4.081632653061225,Decelerating,true
2023-01-01,410327.0,2464119.0,765414.0,75814.0,370528.0,1698705.0,0.2415528299498736,0.016919639981869405,-0.029470129251645716,0.0446304685039486,0.22654911150998025,2023,1,0.004787633590742935,0.08787050755088711,0.009520485472954832,0.09090501641123971,0.1380668751014172,-0.42891598576049156,2023-03-28,0.1665336079454078,-0.2575614363551892,-0.02451889472368182,1.0660859422296194,-0.05704714225562916,13,0.028170211951890303,0.01455565489734445,0.00899503168191525,0.013264360196800851,0.044730191578412445,-0.09544623808287134,46.93877551020408,Stable,false
2023-04-01,426490.0,2448415.0,754207.0,70052.0,380525.0,1694208.0,0.2517341436234512,0.041285338276065175,0.026622862735868225,0.04134793366576005,-0.07904514875351687,2023,2,0.0050768918975034215,0.08798637599786144,0.012056753049291569,0.09062474740760425,0.41152332924181156,0.16072993418742954,2023-06-27,-0.1322707378727974,-0.012761003488874406,0.46490282964748897,0.5146488058746712,-0.23579973393739476,13,0.018816362675028602,0.016919639981869405,0.020104134747632788,0.013582111692072305,0.04475638087554969,0.14572275344817817,57.14285714285714,Stable,false
2023-07-01,398198.0,2470578.0,769292.0,68084.0,401990.0,1701286.0,0.23405706036492394,-0.07280861165612951,0.05487533452199678,0.040019138463491734,-0.028495586464691414,2023,3,-0.000141560087082071,0.08941640436408263,0.014312759735492887,0.0911246671972422,-0.8126814322924935,0.44513276189755435,2023-09-26,0.25153301844929676,-0.42772497798635006,0.7407691096793747,-0.3816436891573147,-0.35734500172155353,13,0.011045178050325321,0.041285338276065175,0.032586773247252135,0.013998277059722373,0.04489939685061894,0.414003249294729,73.46938775510203,Accelerating,false
2023-10-01,448056.0,2610559.0,830638.0,72027.0,397939.0,1779921.0,0.25172802613149686,0.0727843099614951,-0.010128485481432747,0.04046640272236802,0.05629881177540241,2023,4,0.010582026133747724,0.08425950567130464,0.01841714385453468,0.08786426048383314,0.7382227480706779,-0.3248832822216693,2023-12-26,0.22783445259892984,-0.751673941416602,0.6644008173528905,-0.10018573332392261,-0.3227630977533839,13,0.009980980192040662,-0.07280861165612951,-0.024022743373187248,0.012532168023276013,0.04567050158291581,-0.8004052972813755,18.36734693877551,Decelerating,false
2024-01-01,490161.0,2688351.0,843059.0,74879.0,433768.0,1845292.0,0.26562787894815565,0.05374713470647752,0.0862111017528111,0.040578401683852745,0.038832428658178486,2024,1,0.0105599680757268,0.08424754618646695,0.024061405788339485,0.08843911982911656,0.5126222493787963,0.702739874441969,2024-03-26,-0.3119185620977631,-0.8279923757680175,-0.05413199326136457,1.1878712558864195,-0.20039844725845668,13,0.008807965623168365,0.0727843099614951,0.0505504701739934,0.016479600945545753,0.045357383360180276,0.7511647873928906,83.67346938775509,Accelerating,false
2024-04-01,468068.0,2663303.0,827278.0,82768.0,451005.0,1836025.0,0.254935526477036,-0.04108570216828378,0.038968596956619805,0.04507999618741575,0.10016803588185219,2024,2,0.007526401419320661,0.08499445612312637,0.024224710282306727,0.08846475841557096,-0.5719444044348375,0.16666395679342025,2024-06-25,-0.24998451739279526,-0.4855663128750898,-0.18101211915101906,0.7979890812991162,-0.2388243396230703,13,0.0071975507864590026,0.05374713470647752,0.03143266670100568,0.015429264089592234,0.04471957941783757,0.35786120575700386,71.42857142857142,Accelerating,false
2024-07-01,515150.0,2819616.0,899867.0,98020.0,451493.0,1919749.0,0.2683423718413188,0.05125299621913659,0.0010814429451588836,0.05105875820224415,0.16913002622024287,2024,3,0.011564076005540358,0.085060987884327,0.023828014186471604,0.0885542936128222,0.466593690018843,-0.256865819976674,2024-09-24,-0.22781890204428393,-0.5107476015963334,0.20595325220072505,-0.3312776513959002,-0.34266454406041713,13,-0.008075508106812295,-0.04108570216828378,-0.017339838265334518,0.013636604870216455,0.04530423754345667,-0.6837427317000487,22.448979591836732,Decelerating,false
2024-10-01,536466.0,2900447.0,956917.0,93410.0,485515.0,1943530.0,0.276026611372091,0.028233607020198725,0.0726503143767463,0.04806203145822292,-0.0481731335966451,2024,4,0.010942783088069818,0.08488248006617606,0.02641548472407802,0.0892178128225704,0.20370309536960557,0.5182241997415538,2024-12-31,0.040433625162803244,-0.2777540577723553,-0.3538500980137531,0.2528967077314684,-0.30962146476188007,14,0.006887915645888403,0.05125299621913659,0.03885629352923974,0.016058122234188073,0.04529263210911996,0.503352758129089,79.59183673469387,Accelerating,false
2025-01-01,548980.0,2903615.0,943166.0,102599.0,476860.0,1960449.0,0.28002768753484536,0.0143912032495086,-0.017987236477368995,0.05233443971253524,0.09382978021571908,2025,1,0.020474653451783353,0.07256601955032317,0.02306863058010311,0.08958275207363955,-0.08383331812841126,-0.4583010245512777,2025-03-25,0.23361074303368481,-0.03883963470679405,-0.3995621642178797,1.5590515191653818,-0.19840001310207978,12,0.03770090412231675,0.028233607020198725,0.020465314986654003,0.01512542797302829,0.04498376292030355,0.11870698818785433,59.183673469387756,Stable,false
2025-04-01,633611.0,3065863.0,1010549.0,94651.0,506422.0,2055314.0,0.30827941618652915,0.0961180847977694,0.06014736704389634,0.04605184414644186,-0.08063174326059652,2025,2,0.01789252438958534,0.06860933209850262,0.029313781475015687,0.08746668839799412,1.1401591884887523,0.3525180401089446,2025-06-24,0.4171579576579274,0.4875360005649207,-0.8349548401966138,0.9977265836272616,-0.2500173875020072,13,0.0358339734961134,0.0143912032495086,0.034407352296747455,0.0205125423986744,0.040008799123883894,0.34729385041147925,75.51020408163265,Accelerating,false
