date,pb_lead,pb_lead_z,pb_lead_percentile,run_rate_regime,stress_flag,pb_intensity_g_nowcast,pb_intensity_g_lag1
2018-10-01,0.005299437355739942,-0.0843032215466646,42.857142857142854,Stable,false,0.04326832377213493,0.031560428035580346
2019-01-01,-0.02839818827140137,-1.3298195507211565,12.244897959183673,Decelerating,false,0.0696523525467629,-0.1416874144551008
2019-04-01,0.05243940382007607,1.4876192264491206,87.75510204081633,Accelerating,false,0.061369683743359334,0.054188295866896
2019-07-01,0.01851334612218108,0.2865813371691821,55.10204081632652,Stable,false,0.0235113351769302,0.019585630959839007
2019-10-01,-0.009574053750192605,-0.7818467185520986,30.61224489795918,Decelerating,false,-0.011185265573767542,-0.02950049550525735
2020-01-01,0.039119200209849596,0.917600938857892,81.63265306122447,Accelerating,true,0.03162731432488492,0.040659465369609515
2020-04-01,-0.07333493621617479,-2.5164886851626043,2.0408163265306123,Decelerating,false,0.011350369765201866,-0.1762462040247621
2020-07-01,0.0936945807256365,2.0606537714683597,99.99999999999999,Accelerating,false,-0.0005335357558683956,0.14776066604172966
2020-10-01,0.05067875413915303,0.8335792978158909,85.71428571428571,Accelerating,false,-0.0013786693346453886,-0.002815695198319368
2021-01-01,0.07537375209138177,1.334232548256395,95.91836734693877,Accelerating,false,0.008501095590417524,0.10931335948086418
2021-04-01,0.027787475079011616,0.17272125623829485,63.26530612244897,Stable,false,0.0071404463317162985,0.03545129191833207
2021-07-01,0.0809947863464853,1.4099123688719188,97.95918367346938,Accelerating,false,0.016412185685503372,0.1855682576141382
2021-10-01,-0.016643104708215877,-1.05240079701407,24.489795918367346,Decelerating,false,0.03558410628867335,-0.09360806883172867
2022-01-01,0.016308055961977628,-0.2018914474190261,53.06122448979591,Stable,false,0.03766902138260702,0.0013132718239179386
2022-04-01,-0.029614355335481846,-1.2207785022895354,10.20408163265306,Decelerating,true,0.010589587935226075,-0.02088950862869865
2022-07-01,-0.027883825775200145,-1.1180715346661747,14.285714285714285,Decelerating,false,0.0033986129163444375,-0.07076664630019569
2022-10-01,-0.05648072627717859,-1.5770779297433566,4.081632653061225,Decelerating,true,0.027150030613422596,-0.06110942937205488
2023-01-01,0.00899503168191525,-0.09544623808287134,46.93877551020408,Stable,false,0.028170211951890303,0.01455565489734445
2023-04-01,0.020104134747632788,0.14572275344817817,57.14285714285714,Stable,false,0.018816362675028602,0.016919639981869405
2023-07-01,0.032586773247252135,0.414003249294729,73.46938775510203,Accelerating,false,0.011045178050325321,0.041285338276065175
2023-10-01,-0.024022743373187248,-0.8004052972813755,18.36734693877551,Decelerating,false,0.009980980192040662,-0.07280861165612951
2024-01-01,0.0505504701739934,0.7511647873928906,83.67346938775509,Accelerating,false,0.008807965623168365,0.0727843099614951
2024-04-01,0.03143266670100568,0.35786120575700386,71.42857142857142,Accelerating,false,0.0071975507864590026,0.05374713470647752
2024-07-01,-0.017339838265334518,-0.6837427317000487,22.448979591836732,Decelerating,false,-0.008075508106812295,-0.04108570216828378
2024-10-01,0.03885629352923974,0.503352758129089,79.59183673469387,Accelerating,false,0.006887915645888403,0.05125299621913659
2025-01-01,0.020465314986654003,0.11870698818785433,59.183673469387756,Stable,false,0.03770090412231675,0.028233607020198725
2025-04-01,0.034407352296747455,0.34729385041147925,75.51020408163265,Accelerating,false,0.0358339734961134,0.0143912032495086
