date,pb_lead,pb_lead_z,pb_lead_percentile,run_rate_regime,stress_flag,pb_intensity_g_nowcast
2012-10-01,,,,Stable,,0.0184933210791791
2013-01-01,,,,Stable,false,0.010698578380641657
2013-04-01,0.07438429032386056,,93.87755102040816,Accelerating,false,0.03269428931533665
2013-07-01,-0.0063167210830956284,,36.73469387755102,Stable,false,0.029113190243152794
2013-10-01,0.033199041329826866,,75.51020408163265,Accelerating,false,0.03819999972421196
2014-01-01,-0.037737690664713684,,10.20408163265306,Decelerating,false,-0.007104474574286453
2014-04-01,0.021524308349657472,,67.3469387755102,Stable,false,-0.029038310635705195
2014-07-01,-0.0037414295994109403,,40.81632653061224,Stable,false,-0.03142129847464001
2014-10-01,-0.025225757944241825,,16.3265306122449,Decelerating,false,0.008481983634393111
2015-01-01,-0.0022608128864877695,,42.857142857142854,Stable,false,0.02279292810640993
2015-04-01,-0.005115876290097982,,38.775510204081634,Stable,false,0.008955854992777443
2015-07-01,-0.018019056188641115,,22.448979591836732,Decelerating,false,-0.01970993216792577
2015-10-01,-0.03448683686493883,,12.244897959183673,Decelerating,false,-0.01924278813898181
2016-01-01,-0.017903626058148766,,24.489795918367346,Decelerating,false,0.008907191701918395
2016-04-01,0.059224496279170556,,91.83673469387755,Accelerating,false,0.028071081951003884
2016-07-01,0.02021980079038071,,65.3061224489796,Stable,false,0.03807819089724344
2016-10-01,-0.01566717317493354,,26.530612244897956,Decelerating,false,0.012336072542987698
2017-01-01,0.02265877207700924,,69.38775510204081,Accelerating,false,0.00810847699146289
2017-04-01,0.058197447034533854,,89.79591836734693,Accelerating,false,0.026188856540661463
2017-07-01,0.009403179758860673,,53.06122448979591,Stable,false,0.01646448078440369
2017-10-01,0.0384095876958176,,81.63265306122447,Accelerating,false,0.009020754928668488
2018-01-01,0.015419250760271312,0.1921897484456062,55.10204081632652,Stable,false,0.0074263569921998816
2018-04-01,-0.011898477090604376,-0.6001702330364481,30.61224489795918,Decelerating,false,-0.006277709366702302
2018-07-01,0.0011041346024858005,-0.15197285685151515,46.93877551020408,Stable,false,-0.03439931461576552
2018-10-01,-0.012451698150276502,-0.5647602150677469,28.57142857142857,Decelerating,false,-0.001109514992906178
2019-01-01,-0.06634117357518901,-2.241200454099341,6.122448979591836,Decelerating,false,-0.025205110712706202
2019-04-01,0.019677793052898865,0.59839442945877,63.26530612244897,Stable,false,-0.020534343174583677
2019-07-01,0.0028792313892608097,0.03266102724875105,48.97959183673469,Stable,false,-0.01557395165537047
2019-10-01,-0.001517707703218336,-0.15525857942434612,44.897959183673464,Stable,false,0.008955599543668126
2020-01-01,0.04282172952275855,1.2151390178477326,85.71428571428571,Accelerating,true,0.04088363760715731
2020-04-01,-0.07861570952183493,-2.2238831948858517,2.0408163265306123,Decelerating,false,-0.0018515634989485063
2020-07-01,0.0895519979475396,2.026139907724685,99.99999999999999,Accelerating,false,-0.010889992701110648
2020-10-01,0.05790083321227307,1.1277674722235833,87.75510204081633,Accelerating,false,0.016676528348154713
2021-01-01,0.07908571424440092,1.4549298511605877,95.91836734693877,Accelerating,false,0.017781000972965418
2021-04-01,0.034921600174322734,0.4666139162417592,79.59183673469387,Accelerating,false,0.024975759069994094
2021-07-01,0.08454777485234004,1.4728188209637254,97.95918367346938,Accelerating,false,0.025294656950140243
2021-10-01,-0.008680450226876312,-0.6175265847354723,32.6530612244898,Decelerating,false,0.055490742492022266
2022-01-01,0.015471224550873842,-0.06780589370586938,57.14285714285714,Stable,false,0.035576942854847554
2022-04-01,-0.03274626026941534,-1.0385971961383598,14.285714285714285,Decelerating,true,0.0027598256003923283
2022-07-01,-0.04238834530176323,-1.151077897559424,8.16326530612245,Decelerating,false,-0.032862685900063277
2022-10-01,-0.07467964917086614,-1.6084425093206054,4.081632653061225,Decelerating,true,-0.0183472766207963
2023-01-01,-0.006516979580050338,-0.2225018250616739,34.69387755102041,Stable,false,-0.010609816203023663
2023-04-01,0.004366517208215239,-0.021127329753167712,51.02040816326531,Stable,false,-0.02052768117351527
2023-07-01,0.03064881826463153,0.4736817142184546,71.42857142857142,Accelerating,false,0.006200290593773814
2023-10-01,-0.021031144550906954,-0.5461124031580761,18.36734693877551,Decelerating,false,0.0174599772477414
2024-01-01,0.04059331513686487,0.6016883578358672,83.67346938775509,Accelerating,false,-0.016084921969652978
2024-04-01,0.019518581199527173,0.16124261649310237,61.22448979591836,Stable,false,-0.022587662967237264
2024-07-01,-0.019507246034593022,-0.6250385750117889,20.40816326530612,Decelerating,false,-0.013494027529958557
2024-10-01,0.03486567324750245,0.460930221559391,77.55102040816327,Accelerating,false,-0.0030886350584548392
2025-01-01,0.015952346936165283,0.09979075335111491,59.183673469387756,Stable,false,0.02641848399609495
2025-04-01,0.03278107691487611,0.37099584972345556,73.46938775510203,Accelerating,false,0.03176828504143504
